recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,timestamp_dev_responded,developer_response,appid,fetch_date,total_reviews
173181918,english,"I've poured countless hours into PUBG (not just this account, i played it on xbox too) , and I've experienced the highest highs and the lowest lows. The thrill of the final circle, the strategic gameplay... it can be one of the best gaming experiences out there.

But lately, it's been overshadowed by some serious issues. The new privacy policy feels incredibly intrusive, collecting and sharing way more information than seems necessary. It leaves a bad taste in my mouth, knowing they have access to so much personal data.

And then there's the cheating problem. It's disheartening to see blatant cheaters ruining the experience for everyone else. While I understand it's a complex issue to tackle, more needs to be done to protect the integrity of the game.

Finally, optimization and performance still feel inconsistent. Even with a decent rig, I encounter stutters and frame drops that can be game-breaking.

It's frustrating because PUBG has so much potential, but these issues are hard to ignore. I'm not sure I can recommend it in its current state. Hopefully, the developers will address these concerns and bring back the magic that once made PUBG so captivating.

TLDR: Amazing gameplay potential dragged down by privacy concerns, cheating, and performance issues. Proceed with caution.",1724482543,1724482543,False,175,13,0.839126765727996826,0,False,False,False,False,76561199208283990,108,33,55,0,55,1705934495,,,578080,20241127_154122,100
171504474,english,"Definitely playable and fun in 2024 BUT.....................There are so many hackers, especially on weekends. ESP, Wallhacks, Aimbot are prevalent. Krafton claims to be fixing the issue, but it keeps happening. It needs an anticheat like EasyAnticheat or Battleye. Hell just making the game paid again would save it.",1722885643,1722885643,True,117,11,0.837346017360687256,0,True,False,False,False,76561198031331025,0,9,35366,0,34617,1728545925,,,578080,20241127_154122,100
172225513,schinese,7年老玩家再次说明一下，动不动就封号，要么就是被盗号，真正开挂的人一个找不到，一点游戏体验没有，完了7年了没有开过挂，被盗了3次，每次都是自己花钱给找回来的，封号一个理由都没有，一封邮件都没有，封号前游戏都没有登录，不知道你哪里来的自信把我号给封了，现在想找个申诉的地方都没有，真的是寒了老玩家的心，最起码最起码给个理由，让我知道我在哪天开的挂，开挂视频呢？,1723785593,1723785593,False,98,27,0.835938394069671631,0,True,False,False,False,76561198441443563,2,1,96710,0,96702,1730262243,,,578080,20241127_154122,100
177036849,brazilian,"Unir os servidores de PUBG da América do Sul com os da América do Norte foi uma péssima decisão. Com ping em torno de 140ms para quem joga no SA, a experiência em um jogo de tiro, onde precisão e tempo de reação são essenciais, ficou comprometida. Tiros não registram direito, há atrasos nos comandos, e competir com quem tem conexões melhores virou uma frustração.

Entendo que a intenção era reduzir o tempo de fila e aumentar a base de jogadores, mas essa fusão sacrificou a qualidade da jogabilidade. Em vez disso, o ideal seria manter os servidores separados ou buscar alternativas que respeitassem a experiência dos jogadores. Essa mudança acabou prejudicando toda uma comunidade que investiu no jogo e merece uma solução mais justa.",1728912875,1728912875,True,136,4,0.884905457496643066,0,True,False,False,False,76561198082251338,0,2,48661,0,45498,1731453997,,,578080,20241127_154122,100
177907471,schinese,地图还是不要轮换，全部开启多好，总有那么几天没有想打的图，就很难受，意义在哪里？挂依然不少。,1730113787,1730113787,True,59,0,0.830947458744049072,1,True,False,False,False,76561198106614084,0,2,199084,2491,192956,1732717611,,,578080,20241127_154122,100
175170020,russian,Классная игра особенно предмет панзерфауст всем новичкам рекомендую использовать его для передвижения по карте просто стреляете под себя и взлетаете в небо поле надо раскрыть порашут и всё летите куда хотите желательно в другую игру,1726575534,1726575534,True,135,67,0.829172730445861816,5,False,True,False,False,76561199211978745,7,1,15120,0,14160,1730657598,,,578080,20241127_154122,100
176745703,english,"this game was fun. i would consistently play this game with my friends because it was fun. they improved the game for some time, dealt with hackers and it was playable again. now with the season 32 update, it has been ruined for Oceanic players. they have region merged with South East Asia and now i get 150 PING. i was getting 20 ping on a good day. thanks for ruining this game once again and making it unplayable.",1728552254,1728552254,False,120,2,0.825414657592773438,0,False,False,False,False,76561198098022225,0,5,6269,0,6228,1728570169,,,578080,20241127_154122,100
152976474,english,"The Devs don't care about the obvious problems of the game but their bank account.
For all the years g-coins were the in-game-currency to buy the battle passes, but now (after promoting a big ingame-shop sale, where you pay only half price for g-coins) they take away the possibility to buy the battle passes with g-coins. The only thing left to buy are the damn ugly skins they let you buy for g-coins. Well played...

So, now that i was dumb enough to pay money for g-coins to be able to get some battle passes, i have actually wasted my money. Thanks for nothing.

The game itself is still fun, but if you play it: PLEASE DO NOT BUY ANYTHING INGAME! (It might lose its value very fast)",1701855443,1701855443,False,138,9,0.823373973369598389,1,True,False,False,False,76561197993770960,0,2,109813,343,82683,1732697869,,,578080,20241127_154122,100
154646402,russian,"Решили поиграть в Pubg с женой, вместе были 6 лет.
Играли долго и фаново! В этой игре жена познакомилась с каким то египтянином.
Решила что жизнь ей такая не мила, всё ей по плечу и решила развестись.
И знаете как интересно получилось, через пару недель я случайно узнал о её изменах.
Если бы не Pubg я бы до сих пор жил с человеком который меня не ценит, да ещё и с низкой социальной ответственностью. А теперь я чаще вижу друзей, мы классно проводим время, пьём вкусное пиво и путешествуем.
Образовался счастливый клуб разведённых мужиков.
Игра ТОП всем советую!!!",1703787719,1703787719,True,123,37,0.872490882873535156,0,False,False,False,False,76561198166686532,1543,463,1623,0,1132,1726853164,,,578080,20241127_154122,100
178531634,english,"So they removed controller support entirely and now I cannot play the game. That is really awesome after investing all that money and time getting good at the game. Get F**Ked Krafton and PUBG Corporation. Thieves for taking my favorite game away from me and other controller users who can't play games on keyboard and mouse for disability reasons. I have RSI from working on a K+M for most of my life, a controller is the only way I can comfortably enjoy a video game.",1730938881,1730938881,False,138,24,0.820983529090881348,0,False,False,False,False,76561198071965399,0,6,6937,0,6937,1730938012,,,578080,20241127_154122,100
167260293,koreana,뉴진스 코디 산다고 17만원 쓰고 도안 하나 안떠서 그냥 천장으로 다니엘 하나 샀어요 확률 개주작인데요 4스프레이는 너무한 거 아닌가요?,1718260802,1718260802,False,169,25,0.869815647602081299,0,False,False,False,False,76561199147469909,0,1,28220,38,18403,1731657043,,,578080,20241127_154122,100
177568851,russian,"Игра классная и интересная, но мне в ней не понравился подбор. Я играю в игру не так давно и у меня 20 уровень, примерно. Мне в подбор игра кидает игроков 200+ уровни, как мне против них играть?",1729664007,1729664007,True,74,13,0.818705260753631592,0,False,False,False,False,76561199121209740,0,6,3290,1040,807,1732543558,,,578080,20241127_154122,100
167548869,schinese,"2024年6月17日评价：不推荐
新出的女团活动吃相十分难看，平均一套女团时装需要花费100美金，一共5套。
因为这次的女团时装它放在了抽奖箱子里面，而且概率极低。
活动初始的时候它的抽奖箱子上面清楚的写着有保底机制，也就是5个箱子必出一套。
被玩家揭穿后，马上改口说是显示错误，实际箱子是没有保底的。
然后在13号凌晨1点多的时候，在微博，对，没错，在微博，发了一条公告告知了大家。
并且在13号凌晨2点11分的时候，悄悄的把游戏中显示有保底的字样给删除了。
在玩家们得知事情真相，纷纷在各个平台控诉蓝洞的无耻，特别是韩国玩家们纷纷进行了举报后。
迫于无奈，蓝洞于13号晚上21点30分，又在微博，没错，还是微博，发了一条道歉公告，并承诺会补偿。
于是玩家们又等待了1天，于14日晚上21点59分的时候，蓝洞在微博，嗯，微博，发布了第三条公告
【在此期间还发布了1条因为游戏更新后频繁掉线和崩溃的道歉补偿公告，补偿了每人500GB】
第三条公告提出了两套补偿方案A和B，搞笑的是，把补偿时间定在了12号维护过后到13号凌晨3点他们悄悄修改文字这个时间段。
完美绕开充值人数最多的13号白天和14号白天。
更搞笑的是方案A，退货退款。一个欺诈行为居然就用退货退款来打发消费者。
方案B虽然算是补偿，但是是为了留住充值金额比较大的大韭菜的，估计大韭菜们还是比较满意的。
蓝洞仅仅用一堆数据，就把大韭菜们留住了，真开心。
目前13号和14充值的玩家已经在微博闹开锅了，但是蓝洞依然没有任何回应。
直到我17号下午16点4分发布这条评论的时候，蓝洞依然在装死。

在这里我想说，蓝洞真的没有把中国玩家当人看，总之我没有感受到一丝丝的尊重。
资本家只会以利益为主的丑陋嘴脸在蓝洞身上表现得淋漓尽致。
我不想去批判任何人，我只是由衷的希望国人玩家对于棒子游戏要理性消费。
某讯虽然也不是个东西，但是他至少是国内的公司，还得受国内法律的约束。
但是蓝洞欺负我们中国人的时候，我们连维权都很难做到，所以鄙视和远离是最好的选择。",1718611697,1718611697,False,731,35,0.966037452220916748,14,True,False,False,False,76561198440926530,9,1,79877,36,74090,1732671190,,,578080,20241127_154122,100
169869847,brazilian,"A moderação desse jogo é uma porcaria, eles não banem jogador que usam cheater, mas tiveram a coragem de me banir por ter revidado um fogo amigo proposital.",1720979619,1720979619,False,42,9,0.810497760772705078,0,True,False,False,False,76561198426952490,117,2,25982,18,14059,1732235397,,,578080,20241127_154122,100
153024150,schinese,送不起就别送，发不起就别玩。30天是30天，永久是永久。你要是拿30天永久哥们，你怎么不让你妈活30天呢？,1701919272,1701919272,False,131,32,0.857795894145965576,0,True,False,False,False,76561198850772410,2,1,65835,3311,28684,1732644842,,,578080,20241127_154122,100
177594543,schinese,刚出久玩了  玩了快八年 喜欢玩  但是挂多 虽然被挂影响我可以开下一局。但是真的搞心态  ，以为是自己菜 但是看回放  全是等级低的挂 . 还有很多有库存的挂 受不了.现在每天玩就和过任务一样.,1729702257,1729702257,True,49,0,0.807527899742126465,2,True,False,False,False,76561198335864886,9,2,417094,5810,405698,1732711569,,,578080,20241127_154122,100
164041249,english,"I remember all my friends telling me to play fortnite. I tried it, and promptly went back to pubg. I mean this is the original, this is obviously superior. I think Fortnite adding a copycat game mode is such a desperate attempt to save that generic dead game. I'm sticking with Pubg, 7/10.

Few Years Later.

Yeah just play Fortnite. Or Warzone if you're into that. Don't play this. What the hell happened here man. How did the mobile verison have more collaborations and attention. This is just sad.",1714634130,1714634130,False,205,17,0.856656908988952637,0,True,False,False,False,76561198040805710,472,31,6854,0,6854,1681301597,,,578080,20241127_154122,100
174974082,english,"Game is plagued with cheaters and  the developers got their priorities straight with battle passes every 3/4 months instead of making the game enjoyable by improving anticheat systems(every week they ban a 10000+
accounts what is the point if they are gonna make a new account because the game is free all in all this was the best battle royal ever until it went free to play and now you cant enjoy the game",1726353112,1726353112,False,71,3,0.797219991683959961,0,True,False,False,False,76561199118943492,0,16,24784,0,22389,1729795926,,,578080,20241127_154122,100
159169295,ukrainian,"Нахуй грати в цю гру,якщо в тебе нема тімейтів?Сенс в тому,щоб кричати під час кооп гри,я 300 я 300.Штурмувати сараї з пансерфаусом. Стріляти у людей з міномета. А саме цікавіше, це коли ти кажеш тімейту, крий  противника, він каже крию, і тобі з тої ж сторони,де мали крити, прилітає в голову куля 5.55.І це в кращому випадку, у гіршому то заряд з панцерфауса. Коли ти лежиш в траві,і молишся щоб не почали стріляти. І ""Ого"" бог почув твої молитви,на тебе виїжжає БТР .Ну за то ніхто не стріляв.  І взагалі, це та гра, де кущі стріляють і всі кричать. А саме класне, то чітери, я їх рот єбав.А ще свого тімейта(привіт андрій) Та сука стріляє у всьо,що рухається і за такі приколи пизди получаю я.Він стрільнув у сторону ворожого скваду?Цей сквад йде бити мені єбло і успішно попрошу підмітити.А де тімейт?А тімейт вже на Гаваях з шлюхами розважається у джакузі",1708796483,1708796483,True,30,27,0.791302800178527832,0,False,False,False,False,76561199108054893,0,67,3442,92,2006,1732295405,,,578080,20241127_154122,100
176804153,spanish,"Sinceramente le dedique muchas horas, amo el juego pero a la empresa no le importo su comunidad latina y unificaron los servidores a NA, lo cual es totalmente injusto para la comunidad latinoamericana que ahora juega a 180 de ping, ya no disfruto del juego. estoy muy enojado con esta decision que tomaron",1728628298,1728628298,False,91,1,0.839561164379119873,7,False,False,False,False,76561199070661838,0,1,280423,4377,271873,1732676933,,,578080,20241127_154122,100
174106158,english,"Full of cheaters, I used to enjoy the game when it first came out but now its just full of cheaters or you get into matches with level 500's and its just no fun. There anti cheat system needs a lot of work when you can buy hacks for this game for  $7 a day.",1725329911,1725329911,False,59,1,0.789267182350158691,0,False,False,False,False,76561199271395312,0,1,6900,0,3719,1730324035,,,578080,20241127_154122,100
159690524,brazilian,Ninguém nunca saberá o motivo dessa análise estar cheia de reações e likes.,1709390159,1724036799,True,417,34,0.939181089401245117,0,False,False,False,False,76561199510841245,0,4,2856,0,31,1721443746,,,578080,20241127_154122,100
176748587,english,"GAME RUINED FOR OCEANIA. 

O servers gone, Ping base 115. Devs have allowed the game to go to ruin with hackers/cheaters and terrible in game content. 

Will not be re-installing. 400 hours wasted",1728557112,1728557112,False,161,6,0.83760446310043335,0,False,False,False,False,76561197997258064,32,4,24334,0,24334,1728556942,,,578080,20241127_154122,100
176757391,russian,"Игра классная но не хватает баланса. 
У меня 50 лвл и меня убивает какой то 400 лвл- где люди играю годами и зажимают в точку! 
Но могу сказать, что такое редко - но все же не приятно.",1728568926,1728568926,True,67,4,0.836556315422058105,0,False,False,False,False,76561198271855192,366,170,3343,7,1575,1731772039,,,578080,20241127_154122,100
177171363,spanish,"[quote][b]2024-10-25 - IMPORTANTE[/b]: KRAFTON acaba de anunciar que devolverá los servidores de SA, debido a que las expectativas de subida de ping que tenían eran mucho menores a las que realmente hubo, que calculan sobre los 170ms en promedio. Lamentablemente habrá que esperar hasta Diciembre de este año, no hay una fecha específica.[/quote]

El abuelo de los Battle Royale, el que lo inició todo y del cual muchos se copiaron, hace unos días ha fusionado varios servidores, desde Asia hasta América, nadie se salvó. En mi caso, los servidores de Sudamérica han sido [strike]eliminados[/strike] fusionados con los de Norteamérica y ahora el matchmaking se realiza con los servidores de Estados Unidos. Esto tiene un efecto más que obvio y que KRAFTON tenía en consideración previo a la fusión de servidores. De 50ms de ping, pasé a tener 120ms (considerando que vivo en Chile). He visto gente de Argentina subir hasta los 150ms. Y algunos brasileños, que antes tenían los servidores en su propia tierra, acusan llegar hasta los 170 y 200ms.

[h1]PUBG nunca necesitó una reseña…[/h1]
Debido a su popularidad incuestionable, nunca sentí la necesidad de escribir sobre PUBG. Con sus aciertos y desaciertos, PUBG tenía la fórmula que ya todos entendían gracias al mismo videojuego o a otros del mismo género. No hay mucho que explicar. 
La cantidad de jugadores que han logrado mantener a lo largo de los años solo confirma que PUBG no necesita ningún tipo de reseña ni presentación. Es por esto mismo que hoy escribo; es una incoherencia eliminar servidores cuando la salud del título, en cosa de cantidad de jugadores, es más que buena. ¿Es esto un indicativo de que el videojuego estaba teniendo problemas en las principales regiones donde KRAFTON coloca su especial interés?
Al menos desde Sudamérica, encontrar partida en los servidores brasileños era bastante fácil, incluso en sesiones de juego hasta las 4 AM en Chile. Más entrada la mañana, y como era de esperar, aparecían bots. Ahora los bots seremos nosotros, que ante una desventaja tan grande como lo es la alta latencia no tendremos muchas oportunidades contra un jugador al que superamos por 100ms (siendo optimistas).

https://steamcommunity.com/sharedfiles/filedetails/?id=3251822051
[h1]Un precedente…[/h1]
Como KRAFTON no ha dado ninguna explicación de porqué hizo esto, no queda más que teorizar y comenzar a asumir cosas. La situación ya está teniendo efectos y el más notorio se ha dejado ver en los espacios de Discord de PUBG Latam donde la gente ha mostrado el descontento comentando que dejarían el juego, inclusive con capturas de pantalla donde mostraban la desinstalación del videojuego. Mismo efecto he visto en Reddit con jugadores de otras regiones que también fueron afectadas. Pero por una cosa o la otra, sea la [strike]eliminación[/strike] fusión de los servidores o su causa/consecuencia en sí misma, la baja de jugadores, algo ha pasado con PUBG y seguramente no es bueno, por eso esto marca un precedente de algo aún peor. Espero equivocarme, de verdad deseo equivocarme.

[h1]KRAFTON[/h1]
El constante maltrato por parte de KRAFTON con Sudamérica es evidente. Desde el mantenimiento semanal que, durante todos estos años, colocaron (y seguirán colocando) cada martes/miércoles en un horario donde los jugadores de Sudamérica pueden estar más activos, hasta esta absurda [strike]eliminación[/strike] fusión de servidores, es imposible poder recomendar PUBG, sobretodo si eres de este continente. Así que yo digo: [b]No recomendado[/b].

[quote] ¿Quieres ver más análisis? [url=http://store.steampowered.com/curator/26867057]¡Sígueme como mentor de Steam![/url] [/quote]",1729106606,1729866003,False,35,1,0.785038292407989502,4,False,False,False,False,76561198045918295,1923,79,118294,306,117988,1732516530,,,578080,20241127_154122,100
162028753,english,"PUBG is one of my favorite games to of all time. So Ill list out what I like and dont like for anyone new or wanting to get back into it.

PROS 

- [GAME PLAY] I love the weight of the equipment, cars, movement and just the over all feel of the game is something that always draws me to it over other titles. Getting an elimination in PUBG feels infinetly more rewarding compared to other shooting titles I've played. I think its due to the fact its not really the easiest mechanically to control the character/gun and the strategy alone required in a big open map to successfully elim other teams makes the payoff feel huge.

- [SOCIAL] The Friends who are able to tolerate sucking at the beginning of playing this game I can guarantee you will be some of the best friends you can ever make because if they can Enjoy PUBG without having to win every game they are typically very down to earth people who enjoy the process of things more than the flashy winning titles and made up accolades (besides Steam Acheivements those are very important)

- [COSMETICS] As someone who loved H1Z1's customization and would spend hours manipulating the market to afford 30 cent items I can easily say PUBG is just as good. If you don't want to be a Kpop star thats fine I guess.. you can be literally customize to whatever you want to wear whether thats Apocalytpic/steam punk gear, designer fashion wear, Jeremy Lin for some reason, or you can be a giant polar bear. All cosmetics are pretty cheap or easily earned through Contraband boxes. All my skins are from twitch drops and contraband and my inventory is lookin nice. 


CONS 

- [BOTS] There are AI players that fill up lobby's to make sure you don't ride on empty planes. They arn't too annoying at first until you have had to figure out the shooting you have heard for 5 mins is two bots battling to the death missing every shot. They dont feel too rewarding to elim and dont actually carry useful loot other than the bullets you used to take them out.

- [DARK SIDE OF SOCIAL] A lot of the time people who play this game are closeted Mil Sim enjoyers who think they are legit on deployment siege-ing the fields of a foreign country sitting on top of Oil reserves. Literally if you take away anything from this post Don't pay these people any attention they are very controlling in their game plan. Best advice is when they get knocked out you can see their true nature come out as they screamed to be revived as if they legit got shot. 

- [LEARNING CURVE] This isn't really a con but be prepared to deploy the parachute and land late, loot all game and see no one then get shot in the back for many many games... As someone who loves games like Firewatch just pretend that its going to be a lot of exploration for sometime. You wont know where to look or where to be but over time things come naturally just always make sure above all else to have fun when trying to learn. 

Thanks for reading I hope this helps!

",1712066700,1712066700,True,74,3,0.78417283296585083,3,True,False,False,False,76561198104956321,71,4,28502,0,24646,1730399754,,,578080,20241127_154122,100
163588864,brazilian,"Infelizmente o jogo virou quase um fortnite, muita roupinha FRUFRU, ao invés de otimizar o jogo para que PC fraco fica promovendo coisas só para os bestas gastarem dinheiro com isso.",1714087255,1714087255,False,146,14,0.82781517505645752,0,True,False,False,False,76561198120752102,43,3,154915,0,154439,1720652173,,,578080,20241127_154122,100
171151597,russian,"Игра такая же шикарная как и подбор игроков в матче. Можно с кайфом получить дилдачину в рот от
игроков с 500-м уровнем на 5-м ранге выживания, когда у тебя всего-лишь 100-й уровень на первом.",1722417329,1722417329,True,84,21,0.871049702167510986,0,False,False,False,False,76561199185942505,63,3,8103,0,6235,1726325497,,,578080,20241127_154122,100
177270723,schinese,这个匹配机制真的是有够恶心人 一个十几级的跟五百级的怎么打我想问 以前就发现这个问题了竟然到现在都还没改 一点游戏体验都没有,1729261133,1729261133,False,60,9,0.765997529029846191,0,False,False,False,False,76561199017610639,58,7,11635,0,11635,1729089320,,,578080,20241127_154122,100
178185872,english,"the fall from grace for this game was hard to watch
BUT
i think it's still fun
yeah the skins are mobile game micro transaction garbage, but the gameplay is still kinda solid and janky fun 
",1730491105,1730491105,True,43,2,0.764805734157562256,0,True,False,False,False,76561198106362669,358,23,63627,163,61953,1732588386,,,578080,20241127_154122,100
176653557,english,"Clunky piece of garbage and no balanced matchmaking

If you love joining a game just to get paired with enemies who are 200+ levels higher than you, this game is perfect for you. Casual mode in which you play against a mix of bots and other lower levels is playable but restricted to only 3 games a day. Incredibly stupid to restrict the only playable mode of your game to a certain number per day.",1728418673,1728418673,False,66,7,0.764643251895904541,0,True,False,False,False,76561198189111470,0,1,22350,0,22064,1730242701,1728482474.0,"Hello,

Continuous efforts are made to make sure that when playing normal matches you are playing against players with similar level. If you believe this hasn't been the case for you, please don't hesitate to reach out to our technical team via https://support.pubg.com/.

We would be more than happy to hear more information and feedback on your experience to help us improve the game of all players. ",578080,20241127_154122,100
154221203,tchinese,"玩了Apex的第19季後，對於Apex已經沒了任何的期待，以及之後的賽季也一樣。
時隔3年再次回到PUBG(從加入人機後退坑)，雖然已經沒有當初那份刺激，不過相較Apex的垃圾伺服器和對處理外掛的態度以及配對和積分的制度來講，從這幾點來看PUBG已經贏APEX很多了。
So別再抱怨PUBG外掛多了，如果覺得(外掛)多的話請轉向Apex一個禮拜，相信我從那之後你會對PUBG改觀。
PS:APEX從第0賽季開始玩、PUBG從第3賽季",1703346889,1703346973,True,30,8,0.764066398143768311,0,False,False,False,False,76561198298988002,0,7,15577,0,14932,1730288004,,,578080,20241127_154122,100
161438565,schinese,"优化真的不尽人意
对枪肌无力 (压枪的感觉和别的游戏不同)
我也不是没有fps基础  
在pubg我是真的像个憨憨一样
别人的TTK与我的ttk一个天上一个地下
都是天才电竞少年顿悟哥(不用多说了吧)
我菜我也不多练 早就退坑了 
这个游戏的纯粹已经早就死了 
干脆直接化身越南服算了 
最后只有绿玩在恶心和被折磨 
让演子宏狗和挂相亲相爱去吧 

最后还是得说 
死去的蓝洞才是好蓝洞







",1711380360,1711380360,False,99,8,0.762962102890014648,6,True,False,False,False,76561199030973628,1362,11,6055,49,5561,1732156223,,,578080,20241127_154122,100
172066424,russian,"Полный скам. Скилволл. Имбаланс. Отсутствие реального подбора игроков. Ранее уже оставлял негативный отзыв и спустя 1000 часов моё мнение не изменилось. Главная ошибка новичка - это начинать играть в PUBG в 2024, когда почти все через одного - уже скилловые задроты, насмотревшиеся стримеров. С учётом того, что сейчас подбор по уровню, не смотря на обещания разработчика, отсутствует, у новичков нет никакой возможности развиваться в реальной игре. Всё до первого же файта. И да, задроты обязательно будут повторять раз за разом мантры о том, что развиваться можно только с сильными соперниками. Но реальная конкуренция - это совсем не то же самое, что скилволл. 

Какой профит новичку встречать типов, которые в этой игре по нескольку лет не вылезая? Да и сами-то, господа профики, что же не играете с сильными соперниками? Что вы забываете каждый день не то, что в паблике, даже в казуале постоянно через одного с платиновыми рангами типы. Ах да, вы не при чём. Это всё подбор. Который по факту обычный рандом. 

Я постоянно и везде предлагаю, что должно быть 2 варианта подбора. Один - как сейчас, рандомный, для тех, кто хочет ""развиваться с сильными"", а другой - для тех, кому дорого своё время и нервы, и кто хочет последовательно развиваться, не встречая в лобби рекрентов через раз. Но разработчик положил болт на баланс . Вместо того, чтобы добавить вариант реального подбора, пусть и медленного, но с учётом статов и ранга (все возможности в движке игры есть), он стимулирует новичков якобы новыми механиками, начиная от панцерфауста и заканчивая банальными читами, с которыми разработчик борется только по следствию, публикуя сотни тысяч читеров в списках. Вместо того, чтобы добавить нормальный античит. 

Да и ранговый режим, зачем он вообще существует? Если вы - новичок, даже и не думайте покупать plus версию. В ранговом режиме тоже нет никакого подбора. Вам будут говорить про квалификационные матчи, про начало сезона, про поиск нормальной команды, про надо подождать - нечему тут верить. В рангах такой же рандом, как и в паблике. Торжественно отыграл квалификацию с бронзой V по итогу, и всё равно половина лобби в платине, как и мои тиммейты. Разраб ничего не сделает, пока донатное стадо будет кормить онлайн этого скамного поделия.

И товарищи профики, которые постоянно со мной спорят - вам тоже, наверное, нравится, что в вашем лобби постоянно бронзовые читеры попадаются? Самим не лучше было бы играть с опытными и понятными соперниками? Сами же говорите, что бронза по факту хуже всего читается. Думайте сами, но я молчать про всё это перестану только тогда, когда разработчик сделает хотя бы что-то реальное для баланса в игре. Дизлайк, отписка, неуважение. 

Upd: спустя 1000 часов всё так же осуждаю. Мыши плакали, злились, но продолжали жрать кактус. В 31 сезоне показалось, что подбор стал чуть лучше. Показалось. В 32 сезоне опять в каждой катке по мамкиному рекренту, который выносит тебя с каряка в драйвбае строго в голову.",1723581061,1731966788,False,66,14,0.761366426944732666,9,False,False,False,False,76561198802450979,18,4,65878,2533,64515,1732656316,,,578080,20241127_154122,100
165491101,french,"PUBG est l'un de ces jeux que j'adore détester. Cela fait pas loin de 7 ans que j'alterne périodes de jeu intenses et longues pauses, et je pense qu'il est temps de donner un verdict. 

Côté technique, le jeu répond présent : c'est stable, ça tourne, le gameplay répond bien et le sound design permet de bien gérer ses approches et d'identifier à l'oreille l'origine et la distances des tireurs. Assez simple à prendre en main mais très complet, il offre aussi une bonne marge de progression via un arsenal pléthorique et quelques maps qui ont toutes un thème et une construction propre. 

Il est aussi à noter que le jeu est gratuit et que mettre la main au portefeuille ne changera rien à votre expérience de jeu ou presque (j'ai acheté le jeu du temps ou il était payant, visiblement j'ai quelques trucs en plus mais je ne suis pas certain de quoi et je suis certain que ça n'a aucune influence sur le déroulé des parties)

Niveau durée de vie, le jeu a 7 ans et revient de loin, mais est correctement suivi et étoffé par les développeurs. Il y a eu des passages à vide, mais je suis très satisfait de ce qu'il y a à faire actuellement. En bref, la durée de vie dépendra surtout de votre investissement personnel et des personnes qui partageront l'aventure avec vous.

Bref, j'encourage tous ceux qui seraient tentés par un battle royale à lui donner sa chance. Moins cartoon que Fortnite, offrant un meilleur comportement d'armes que Apex, le jeu a sa propre place dans l'univers vidéoludique. 

J'ai longtemps hésité à le recommander ou non, mais après y avoir joué presque 2300h, je n'aurais pas été très cohérent si je lui avais attribué un ""non recommandé"".",1715892371,1715892371,True,27,1,0.761217832565307617,0,True,False,False,False,76561198033832717,0,6,152375,0,137307,1728136735,,,578080,20241127_154122,100
155712511,russian,"[h2] КРАТКО, PUBG [/h2]
Действительно, от величайшего проекта игры до пробития дна. Наиграл более 1200ч с 2019г. Смешно наблюдать за умирающей, хоть и очень медленно, игрой

[h2] ДЕЛО В ЧИТЕРАХ? [/h2]
Половина тех, кто жалуется просто не перестреляли другого или не умеют играть вовсе. Читеры есть и могут встречаться, но это не означает что все кто перестреливает тебя - читер. Я их всегда встречал редко

[h3] ""Эй! Гляньте на новую пушку и датчик!... А почему вы с ними не играете?"" [/h3]
Десятки новых оружий, но 90% играют только с M416 да AKM с Берилом + самые известные нам 3 снайпы. Всё новое с года 2020 по большей части бесполезный хлам. В пример Warzone, где каждый предмет - хоть ""мина"", хоть та же флэшка имеет смысл. А тут.. не помню вообще, чтобы хоть раз кто-то использовал флэшку по назначению

[h3] ""Что говорите? Динамика игры ниже нуля? - Ну, играйте на огромнейшей карте!"" [/h3]
Новые карты отстой по всем параметрам. В плане красоты, креативности, динамики и логики. С последним вообще беда, т.к. создавать локацию, где потоп, небоскребы, пустыня, киберпанк и вестерн с апокалипсисом территории в 8 км² - просто смешно

[h2] Ранговый режим [/h2]
Это единственный режим, где можно было вспомнить ту самую настоящую игру, где идет борьба за место победителя. Но описать можно одним словом - Бесполезность. Ради чего повышать ранг? Ради чего потеть, тратя 30+ мин за 35 очков? Чтобы в следующей игре случайно в начале умереть и потерять 42 очка? Просто первые 15-20 мин в матче скучные и не прибыльные по очкам

[h2] Эрангель? [/h2]
Да сейчас бы вспомнить когда последний раз на нем я играл с этим подбором... xD
Мда, интересная схема..

[h2] ИТОГ [/h2]
В любом случае только в PUBG можно почувствовать ту самую атмосферу королевской битвы, но скорее играя только когда реально хочешь, на том же Эрангеле, в последних зонах
Смотреть PUBG - смотри, но не играть. Не рекомендую

[b] А ну и переименование в PUBG: Battlegrounds просто ржач. Расшифровки PUBG теперь не существует [/b]",1704922158,1710595997,False,117,6,0.810261785984039307,1,False,False,False,False,76561198863691293,30,9,26366,0,25284,1717161852,,,578080,20241127_154122,100
